Year ended June,Region,Region Code,Measure,Value,Value Unit,Value Label,Null Reason
2001,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2001,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2001,West Coast,West Coast Region,Abstraction by hydrogeneration,-544,number,Millions of cubic metres per year,
2001,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-63626,number,Millions of cubic metres per year,
2001,Otago,Otago Region,Abstraction by hydrogeneration,-29677,number,Millions of cubic metres per year,
2001,Southland,Southland Region,Abstraction by hydrogeneration,-12009,number,Millions of cubic metres per year,
2001,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2001,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2001,Marlborough,Marlborough Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2002,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2002,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2002,Waikato,Waikato Region,Abstraction by hydrogeneration,-45418,number,Millions of cubic metres per year,
2002,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2002,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2002,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-864,number,Millions of cubic metres per year,
2002,Taranaki,Taranaki Region,Abstraction by hydrogeneration,-49,number,Millions of cubic metres per year,
2002,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2002,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2002,West Coast,West Coast Region,Abstraction by hydrogeneration,-628,number,Millions of cubic metres per year,
2002,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-57200,number,Millions of cubic metres per year,
2002,Otago,Otago Region,Abstraction by hydrogeneration,-25115,number,Millions of cubic metres per year,
2002,Southland,Southland Region,Abstraction by hydrogeneration,-10952,number,Millions of cubic metres per year,
2002,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2002,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2002,Marlborough,Marlborough Region,Abstraction by hydrogeneration,-24,number,Millions of cubic metres per year,
2003,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2003,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2003,Waikato,Waikato Region,Abstraction by hydrogeneration,-49846,number,Millions of cubic metres per year,
2003,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2003,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2003,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-788,number,Millions of cubic metres per year,
2003,Taranaki,Taranaki Region,Abstraction by hydrogeneration,-95,number,Millions of cubic metres per year,
2003,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2003,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2003,West Coast,West Coast Region,Abstraction by hydrogeneration,-600,number,Millions of cubic metres per year,
2003,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-64265,number,Millions of cubic metres per year,
2003,Otago,Otago Region,Abstraction by hydrogeneration,-30928,number,Millions of cubic metres per year,
2003,Southland,Southland Region,Abstraction by hydrogeneration,-12009,number,Millions of cubic metres per year,
2003,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2003,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2003,Marlborough,Marlborough Region,Abstraction by hydrogeneration,-45,number,Millions of cubic metres per year,
2004,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2004,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2004,Waikato,Waikato Region,Abstraction by hydrogeneration,-55804,number,Millions of cubic metres per year,
2004,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2004,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2004,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-1409,number,Millions of cubic metres per year,
2004,Taranaki,Taranaki Region,Abstraction by hydrogeneration,-104,number,Millions of cubic metres per year,
2004,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2004,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2004,West Coast,West Coast Region,Abstraction by hydrogeneration,-570,number,Millions of cubic metres per year,
2004,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-61218,number,Millions of cubic metres per year,
2004,Otago,Otago Region,Abstraction by hydrogeneration,-32510,number,Millions of cubic metres per year,
2004,Southland,Southland Region,Abstraction by hydrogeneration,-14017,number,Millions of cubic metres per year,
2004,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2004,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2004,Marlborough,Marlborough Region,Abstraction by hydrogeneration,-35,number,Millions of cubic metres per year,
2005,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2005,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2005,Waikato,Waikato Region,Abstraction by hydrogeneration,-57729,number,Millions of cubic metres per year,
2005,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2005,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2005,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-1576,number,Millions of cubic metres per year,
2005,Taranaki,Taranaki Region,Abstraction by hydrogeneration,-101,number,Millions of cubic metres per year,
2005,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2005,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2005,West Coast,West Coast Region,Abstraction by hydrogeneration,-565,number,Millions of cubic metres per year,
2005,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-63634,number,Millions of cubic metres per year,
2005,Otago,Otago Region,Abstraction by hydrogeneration,-31378,number,Millions of cubic metres per year,
2005,Southland,Southland Region,Abstraction by hydrogeneration,-12981,number,Millions of cubic metres per year,
2005,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2005,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2005,Marlborough,Marlborough Region,Abstraction by hydrogeneration,-21,number,Millions of cubic metres per year,
2006,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2006,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2006,Waikato,Waikato Region,Abstraction by hydrogeneration,-52084,number,Millions of cubic metres per year,
2006,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,-39,number,Millions of cubic metres per year,
2006,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2006,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-1662,number,Millions of cubic metres per year,
2006,Taranaki,Taranaki Region,Abstraction by hydrogeneration,-70,number,Millions of cubic metres per year,
2006,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2006,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2006,West Coast,West Coast Region,Abstraction by hydrogeneration,-559,number,Millions of cubic metres per year,
2006,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-55639,number,Millions of cubic metres per year,
2006,Otago,Otago Region,Abstraction by hydrogeneration,-23834,number,Millions of cubic metres per year,
2006,Southland,Southland Region,Abstraction by hydrogeneration,-10162,number,Millions of cubic metres per year,
2006,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2006,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2006,Marlborough,Marlborough Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2007,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2007,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2007,Waikato,Waikato Region,Abstraction by hydrogeneration,-51541,number,Millions of cubic metres per year,
2007,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2007,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2007,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-1314,number,Millions of cubic metres per year,
2007,Taranaki,Taranaki Region,Abstraction by hydrogeneration,-85,number,Millions of cubic metres per year,
2007,Manawatū-Whanganui,Manawatu-Wanganui Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2007,Wellington,Wellington Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2007,West Coast,West Coast Region,Abstraction by hydrogeneration,-537,number,Millions of cubic metres per year,
2007,Canterbury,Canterbury Region,Abstraction by hydrogeneration,-60605,number,Millions of cubic metres per year,
2007,Otago,Otago Region,Abstraction by hydrogeneration,-28652,number,Millions of cubic metres per year,
2007,Southland,Southland Region,Abstraction by hydrogeneration,-11970,number,Millions of cubic metres per year,
2007,Tasman,Tasman Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2007,Nelson,Nelson Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2007,Marlborough,Marlborough Region,Abstraction by hydrogeneration,-107,number,Millions of cubic metres per year,
2008,Northland,Northland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2008,Auckland,Auckland Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2008,Waikato,Waikato Region,Abstraction by hydrogeneration,-47209,number,Millions of cubic metres per year,
2008,Bay of Plenty,Bay of Plenty Region,Abstraction by hydrogeneration,-35,number,Millions of cubic metres per year,
2008,Gisborne,Gisborne Region,Abstraction by hydrogeneration,0,number,Millions of cubic metres per year,
2008,Hawke's Bay,Hawke's Bay Region,Abstraction by hydrogeneration,-1322,number,Millions of cubic metres per year,
2008,Taranaki,Taranaki Region,Abstraction by hydrogeneration,-123,number,Millions of cubic metres per year,
